ID	Text
684	This course examines the development of the realistic im- pulse in America from the close of the Civil Are to WWI. Texts will be examined within the context of the American transformation from an agrarian republic to an industrial world power.  Students may read authors such as Twain, James, Chopin, Jewett, Freeman, Crane, Wharton, Zitkala Sa, Sui Sin Far, Harper, Dreiser and Norris
685	Lecture: A review of classical genetics coupled with an introduction to molecular genetics. Topics include Mendel's laws, linkage, complex traits, genetic analysis, bio- chemistry of nucleic acids, gene expression, molecular clon- ing, gene therapy, human genome project and other con- temporary topics. Optional laboratory: Use of the model genetic organisms. Escherichia coli, Saccharomyces cerevisiae and Arabidopsis thaliana, to demonstrate the power of genetic research. Students will use techniques of classical and molecular genetics and characterize mutants.
686	An historical and systematic examination of key elements of the Catholic tradition, e.g., tradition, sacrament, ministry, papacy, and spirituality. Contemporary issues such as the relationship between Catholicism and politics and the dialogue between Catholicism and world religions will also be explored.
687	An introduction to French writers of the nineteenth and twentieth centuries. Included are examples of short story, poetry, and drama.
688	An analytical approach to the economic problems of the developing countries. The course includes a discussion of the theories of economic growth and development, including domestic and international issues. This material is augmented by the use of empirical studies of the developmental process.
689	This course introduces the student to French literature through the medium of one of its most important genres. With an important emphasis on oral work on the part of the student, the course will be conducted in French.
690	Problems of business operating in a competitive economic systems are confronted with governmental regulation at all levels. Particular attention is paid to federal legislation. Current legislation on consumer protection anti-trust, anti- merger, equal employment, OSHA, and environmental protection is analyzed.
691	(1500-1820) examines the parallels between the origins and developments of the American Literary traditions and the new techniques in cartography, the art and science of map and chart making, both which reflected the period of European expansion through the establishment of the Early American Republic.
692	A study of music designed to develop the student's appreciation and knowledge of music as an expression of human culture to the Romantic Period.
693	Political, social, and economic evolution of the German nation from the Vienna settlement to the present.
694	Nearly every legitimate political authority and virtually every private citizan affirms the virtue of human rights. Since the 1948 Universal Declaration of Human Rights, 'human rights talk has proliferated: unfortunately, the need for such talk and action has also proliferated.  In this course we look at the history and current practices of human rights from multiple perspectives.  The main theoretical questions we will address are: Are human rights simply Western, or can they be translated into non-Western contexts? How flexible are human rights claims, i.e. to address poverty or gendered violence?  Is there a human right to security?  Who counts as human entitled to human rights protections?  What is the connection between human rights, democracy and freedom? To address these questions we will read key thinkers in these debates.
695	An intensive study of Latin grammar and vocabulary with emphasis on learning to read simple Latin. This is the first course for students offering less than two entrance units in Latin.
696	A study of the principles of Federal income taxation primarily focused on taxation of individuals. The course includes an introduction to tax research. Reference will be made to state tax laws to corporate taxation.
697	The course has four key objectives: First, to give students an overview of the intellectual heritage of public adminis- tration and decision making theory, federalism, bureaucratic power, administrative ethics and reforms.  Second, to make students familiar with the public policy process, particu- larly with policy implementation.  Third, to convey the basic tools and knowledge of the profession, especially budgeting, personnel, management and leadership.  Finally, to familiarize students with current and possible future debates within public administration, including privatization, devolution, democratizing decision making and the global economy.
698	A survey of contemporary writings in the biological sciences designed to acquaint students with recent advances in the field and with the progression of biological thought.
699	A discussion of the basic properties of the set of integers. Prime numbers and the Euclidean Algorithm. Number- theoretic functions, especially the Euler phi-function. Linear congruences and their applications to the solution of Diophantine Equations. Exponents and primitive roots. Quadratic residues and the Law of Quadratic Reciprocity.
700	The student is introduced to the functions and competencies within project management.  The course focuses on providing students with a solid understanding of the competencies and phases of managing projects as well as the key challenges that organizations and leaders face in successfully managing projects.  Topics include project integration, project scope management, time and cost management, quality management, human resource planning, risk management, communications, change management and procurement management.
701	A foundational studio course exploring two-dimensional design problems through a controlled sequence of exercises in drawing, abstract black and white composition, and basic color theory and its application to design. Emphasis is placed upon developing a student's personal appreciation and creative expression rather than professional skill.
702	An introductory course discussing (multivariable) calculus basic probability, and decision theory with a focus on business applications.  Topics include several variable function theory, partial differentiation, optimization problems and LaGrange multipliers, Taylor polynomials, infinite series.  Basic probability and its application to payoffs and losses, utility, decision trees and sensitivity analysis.  Bayesian analysis, inference and decision making.
703	A study of thermal phenomena from a macroscopic point of view, including the development and applications of the first two laws of thermodynamics, entropy, thermodynamic potentials, and equilibrium phenomena. The concept of distsribution functions is developed. This is followed by a study of classical statistical mechanics and the statistics of Bose-Einstein and Fermi-Dirac.
704	This course introduces mathematical background needed for the core data analysis methods of dimension reduction, data visualization, classification and clustering.  This is not primarily a course in statistics, as it approaches data problems via linear algebraic methods such as Principal Component Analysis (visualization and dimension reduction), Fisher Linear Discriminant Analysis (classification), and K-means (clustering). Case studies will provide an immersive student experience analyzing high-dimensional data
705	In this course there will be applications of first and second order differential equations and linear algebra. The series solutions of the differential equations of Bessel and Legendre are studied in detail. Other topics include Fourier series and expansions as well as other series comprised of orthogonal functions. Applications of these expansions will be discussed as time allows.
706	An intermediate level studio course in which students expand upon the knowledge and skills gained in CREA-200. Students will deepen their understanding of the practice, history and theory of drawing. Students will inquire into the purpose of drawing and analyse the historical and contemporary uses of the media.  Emphasis will be placed on the creative application of the media.
707	A survey of German history and culture from the Age of the Revolution to the Weimar Republic.
708	This course is designed to help the professional understand the key role of model based decision in business settings and identify areas that lend themselves to model based decision-making.  Students will learn how to turn business problems into mathematical and spreadsheet models and use those models in order to make better business decisions.  The course focuses on optimization models and simulations.  Application areas may be drawn from problems in finance, marketing, accounting and operations.  Topics will include current and relevant modeling in the areas of optimization and simulation and may include Linear and Programming, Simulation and Optimization, Monte Carlo Simulation, Multi-Period Linear Programming and Discrete Simulation. 
709	A hands-on study of database management systems, based on the entity-relationship and relational data models. Topics will include logical and physical database design (including E/R modeling, normalization, memory management, and indexing), transactions/concurrency, query processing/optimization algorithms, and query languages (primarily relational algebra and SQL). Problems such as security and integrity of the data will also be discussed. Additional topics may include recovery, object-relational extensions, semistructured data and languages (e.g. XML/Xquery), application development (e.g. PL/SQL, PHP), or distributed systems.
710	The course will introduce the student to the unique ways in which theatre has reflected American society.  Through class discussion, film, selected readings and attendance at both professional and academic productions, the student will examine the various means through which theatre addresses issues of race, gender, culture and politics in ways that are both entertaining and instructive.  This course is designed for students with no theatre experience as well as those already acquainted with the stage.  A field trip to a professional production is required.
711	A study of the epic narratives of Greece and Rome, including among others, Homer's Iliad and Odyssey, Apollonius' Argonautica, Vergil's Aeneid, and Ovid's Metamorphoses.  A variety of interpretive approaches will be used in a close reading of the primary texts.  The course will focus on the development and transformation of the epic tradition throughout the course of antiquity, its shifting focus, themes, values, methods, cultural assumptions, and its legacy to western civilization.
712	A lab-based introduction to problems, problem-solving, and the kinds of problems amenable to spreadsheet solutions. Provides a foundation for analyzing business and decision support problems using spreadsheet technology.  Typical techniques studies may include absolute and relative addressing, macros, and conditionals.  Students will be expected to apply their skills to various business scenarios and cases.
713	The purpose of this course is to introduce the student to the chemical aspects of forensic science as it applies to criminal investigation and laboratory preparation. This course looks at select pieces of instrumentiation and chemistry associated with crimes.  We will look at how the instrumentation is used, what type of evidence it can process, how to read the results and the properties of the chemical evidence. This course will also study the general principles and fundamentals of forensic toxicology, poisons, action, toxicity, postmortem characteristics, samples required for toxicological analysis and methods of collection, methods of preservation and analysis.  Chemical toxicological and pathological characteristics of commonly abused drugs, including the following: ethanol, barbiturates, narcotics, stimulants, and hallucinogens. Details of SAInT Center instrumentation and the methods employed for analysis, such as color test, gas chromatography, mass spectrometry, GC-MS, infrared spectroscopy, uv-vis spectrometry, will be a major part of the laboratory portion of the course.
714	A critical evaluation of the impact of interest group politics on the American policy-making process.  The course includes a study of the various theories of the power of interest groups, the formation and development of intererst group organizations and movements and the organizational maintenance of interest groups.  Also, the course examines the roles interest groups play in shaping public attitudes, influencing campaigns and elections and lobbying political institutions and officials.  Students should have a working knowledge of American government.
715	This lecture course will cover in more detail the structural and physical properties of organic molecules and the reactions they undergo. The structure and physical properties of complex organic molecules will be covered, including sources of strain energy and steric hindrance and their effects on chemical reactivity. The properties of various chemical reaction intermediates, such as carbocations, radicals, carbanions and carbenes will be discussed, as will their involvement in chemical reaction mechanisms. More detailed descriptions of the mechanisms of the reactions will be presented, as will the class of pericyclic reactions and the Woodward- Hoffmann rules that govern them. This enhanced vocabulary of organic reactions will then be used to learn the planning of the synthesis of organic molecules.
716	An introduction to and examination of estate planning. Wills, trusts, estates, gift taxes and responsibilities of estate administrators will be analyzed.
717	A survey of the historical and religious development of those churces which belong in the tradition of Eastern Christianity and the contributions which churches of the Eastern tradition make to Christianity in the contemporary world.
718	provide foundation for all upper level mathematics courses. Main topics considered during the first semester: functions, limits, continuity, differentiation, the chain-rule, antiderivatives, the definite integral, Fundamental Theorem of Calculus and trigonometric functions. Applications of all topics are emphasized. Students must purchase an approved graphing calculator prior to begining this course.
719	An introduction to the processes and techniques of social research, including instruction hypothesis formation, measurement, questionare contstruction, sampling, survey research and participant observation. A proposal which demonstrates a student's ability to construct a research design is required.
720	This introductory statistics course will provide an introduction to descriptive and inferential statistics with an emphasis on computation using current statistical software packages.  Note: Requires a laptop. 
721	This course examines representative dramas from Moratin to Benavente.  Plays selected illustrate all the important literary movements of the past century.
722	Lectures covering the general principles of Biology with evolution as the unifying theme. Topics include the scientific method, mechanisms of evolution, genetics, biochemistry, cell structure and function. Lab work includes experiments designed to illustrate basic biological concepts. Emphases include developing and testing hypotheses and writing laboratory reports.
723	A basic studio course exploring three-dimensional design problems through a controlled sequence of projects dealing with form in space.  Emphasis is placed upon developing a student's personal appreciation and creative expression rather than professional skill.
724	This course focuses on financial statement analysis and the use of accounting information by organizational decision makers.  Decision makers must understand cost concepts and how they relate to a variety of operational demands. This understanding leads to the ability to analyze profitability and cash flow, as well as interpret the information supplied by various performance measurement systems.  Current concerns of decision makers such as operating in a global environment, sustainability, workforce empowerment, and the impact of analytics and visualization will be discussed.  Topics may change as business issues evolve.
725	This humanities-based course may draw upon material from philosophy, the sciences, literature, religious studies, history and the various arts to encourage broad reflection about our obligations to the environment. One aim is to in- troduce students to the basic ethical views (utilitarian, rights theory, socialist accounts) that inform environmental decision making. Another aim is to examine more recent work specific to the environment, such as essays on deep ecology, the land ethic, environmental racism, and ecofeminism.
726	The materials dealt with in this course are case analyses of international practice problems and how they reflect upon our domestic legal system.
727	Rhetoric is the study and art of persuasion: understanding how texts are consturcted to persuade specific audiences to think or believe a certain way. Speeches and essays are rhetorical texts for sure, but advertisements, films, music, and art can be defined similarly. students will be asked to critique and analyze rhetorical texts that extend beyond written modes of persuasion. The purpose of this course is to help students become familiar with the role of context, audience, and purpose in the creation of a variety of rhetorical texts. No exam.
728	This course looks at a number of books written for non-economists, and expects students to critically analyze their economic content.  The required books are, with a single exception, chosen by the students enrolled in the class.  In addition, students are expected to write and publish newspaper editorials on economic topics of their choosing.  This course is very reading intensive, and emphasizes communication skills.
729	This course examines the role of women in politics in terms of the broad political questions of participation, political socialization, social movements and public policy.
730	This course introduces the student to the field of adulthood using a developmental approach as a systemic framework.  The focus of the courses on issues that involve both change and continuity across early, middle and later years of the adult life cycle.  The interaction of psychological, sociological and biological factors as well as the interaction between individuals and their environment is emphasized.  In order to provide a comprehensive look at behavioral age changes, various theories and models of development and aging are discussed.
731	This course uses a political economy approach to examine economics and economic policymaking from the perspectives of gender, race and class.  Through this course, we challenge dominant narratives of race, class and gender in economic theory and models of economic behavior.  We examine how assumptions pertaining to these constructed categories permeate economic theorizing (about the household, the labor market, work, welfare etc.) and policy-making, systematically reproducing unequal opportunities and outcomes.
732	An introduction to fundamental management issues and information system principles involved in the analysis, design, and implementation of management information systems.  Topics include business information system planning, technology architecture, database design, systems development, decision support systems, internal control, and computer security and disaster planning.
733	This course provides a beginning knowledge and a methodology for analysis of social welfare and social work issues and problems.  Social policies, programs and services designed to address these issues and problems are also presented.  The course introduces the profession of social work and its theoretical approaches including Holistic, Ecological, Systems and Strengths/Capacities perspectives on the human condition.
734	This course introduces students to the fundamentals of epidemiology.  This includes basic principles and methods used in epidemiology such as research design, outcome measures and cause and effect.  In addition, this course examines social interactions and how they affect health. More specifically, why these interactions result in differential health outcomes within a given population. Furthermore, this course addresses those economic and social forces that create these differential health outcomes. 
735	An introduction to accounting information systems and their roles in the accounting environment. Systems covered include manual accounting, computerized accounting and Internet electronic commerce applications. Emphasis is upon developing students' abilities to understand the processing of accounting data and the controls that are necessary to assure accuracy and reliability of the data processed by the accounting system.
736	Maladaptive behaviors are studied from theoretical and research perspectives. Topics include the psychoses, anxiety disorders, personality, social and sexual disturbances, disorders of childhood, organic mental disorders, and substance abuse. Therapeutic interventions and legal issues are also considered.
737	The general physics sequence provides an introduction to those basic concepts of physics that form the foundation of all the natural sciences.  The first course is mainly an introduction to classical mechanics where the fundamental laws of Newtonian mechanics are applied to a variety of simple systems.  Some elementary thermodynamics is also included.  Throughout the course, the conservation laws serve as unifying phyiscal principles.  Mathematics, a powerful tool in the understanding of natural phenomena, assumes its essential role.  Computers are used in the laboratories.
738	This course focuses on the latest marketing communication practices, knwn as integrated marketing communications (IMC), featuring an overview of the major media, including broadcast, print, outdoor, point of purchase, direct mail, Internet, telemarketing, public relations, promotion, and more. The emphasis is on how to analyze and create an IMC program by using the latest value- based marketing concepts and measuring return on communications investment.  Through individual analysis and discussion of case studies, students learn how to apply core marketing principles by using the latest IMC methods and communications tools.
739	This course considers the objectives and strategies of international business in the context of global competition. It equips managers with a comprehensive framework to formulate strategies and influence in the global marketplace in ways that maximize economic, social, and environmental sustainability.  Students will consider and analyze topics such as competitive advantage, country assessment and selection, why firms choose to internationalize, and how the various value chain operations can be internationalized. Considerations of managing international business operations include the role of supranational institutions such as the IMF and WTO and regional cooperation agreements.  Students will study the principles of multinational business management and strategy, explore the fundamental differences among developed and developing countries, and analyze the forces driving international business trends. 
740	Matrix Algebra has a wide application of uses in various business disciplines through applications of classical linear algebra techniques.  The techniques demonstrated in this course will assist students in solving problems including multidimensional linear programming, assignment problems, Markov chains and stochastic processes, Leontif Economic Models and Cryptography.  Calculations will be assisted via the use of R.
741	This course consists of reading selections from representative authors of Classical Greek, for students who have completed elementary Greek.
742	This course is a sociological examination of media communication, production, and text/content. Media institutions and uses are important aspects of the social experience and ways of knowing our histories and social positions in society. This course combines theory and practice. In this course we integrate critical approaches on media as culture and industries with student projects that take on media production in audio, visual, and digital communications technologies. The course examines the often unequal social relations embedded in how we access media, negotiate the meaning behind media messages, interact with media, use media, and dispose of toxic technological hardware. 
743	This course continues the study of algorithm design and implementation with an emphasis on the use and implementation of data structures such as records, stacks, queues, linked lists, trees and graphs. Students will continue development of programming skills using modular and structured programming techniques. 
744	This course surveys historical and contemporary theories of human and animal learning.  The psychological study of learning is traced as it has developed over the past 100 years.  Among the earlier theorists surveyed are Thorndike, Pavlov, Guthrie, Hull, and Tolman.  The more recent theories of Skinner and Bandura are given extended treatment. Current perspectives from cognitive science and neurophy- siology are also reviewed. A general theme of this course is demonstrate the relevance of each learning theory to matters of practical human importance.  This course provides background that is of special relevance to individuals interested in education, child development, counseling, and clinical psychology.
745	Modern Standard Arabic will be studied and utilized as a research tool intended to develop proficiency in reading for comprehension and translation into English through the study of grammar, development of composition exercises, and basic conversation practice. Student focus will be on the study of the religious dimension of Arabic sources to strengthen their use of micro skills and strategies em- ployed in written and basic oral communication, such as describing religious events, expressing ideas, and stating and defending opinion. Offered every two years.
746	The course will cover the principles of gene structure, function, organization and expression in prokaryotes and eukaryotes. Some specialized aspects of eukaryotic gene mobility, gene rearrangement, cancer genes and animal virus genetics will be studied. Gene manipulation through recombinant DNA technology and applications of this technology in basic research and industry will be discussed in lecture and illustrated through laboratory exercises involving the isolation, cloning and expression of genes in bacteria and mammalian cells.
747	Applications of Fourier series and expansions to the solution of the classical partial differential equations of mathematical physics and an introduction to complex variables.
748	A study of representative dramatic types designed to increase appreciation of the drama as literature. Attention is paid to the historical development of the genre.
749	This course will examine basic techniques for collecting, interpreting, and analyzing qualitative data. Research strategies like ethnography, narrative analysis, text or discourse analysis, visual analysis, case study, grounded theory, oral/life history, focus groups etc., will be examined. Students will be required to do a project that will be based on qualitative methodology. Students will also address issues of ethical responsibility while conducting qualitative research.
750	An introduction to the social aspects of environmental problems and solutions. It examines the ways in which social institutions and lifestyles lead to environmental deterioration. It also looks at the consequences of environmental decay for human health and well-being. It examines efforts to preserve the natural environment through the Environmental Movement, drives to save particular ecosystems, and changes in thinking about environmental issues.
751	A philosophical study of ethical questions such as, how are we to live?  What kind of people should we become? Typically examines virtue ethics, Kantianism, natural law theory, justice and rights theories, utilitarianism.  Applies theories to contemporary moral and political concerns.
752	This is a performance course in physical and vocal technique for the stage and other performance media. General physical limbering and awareness and the development of a free and natural speaking voice pave the way for extensive exercises for the breath, resonation and vocal articulation as well as methodologies in movement, which include improvisation, group performances and individual movement techniques designed to increase the body's expressiveness. Presentations of scripted material, extracts from dramatic literature or poetry from the periodic onstage portion of this pratical performance course. A field trip to a professional production is required.
753	A study of the taxonomy, morphology, and evolution of the vertebrates. Emphasis will be placed on the nature of evolutionary processes and the resulting modifications in vertebrate morphology and function. The laboratory involves the detailed dissection of representative vertebrates.
754	Collecting accurate and representative field data is essential for many environmental investigations and research projects. In this course, students learn the theory of and techniques for field data collection, analysis and interpretation. Topics include making streamflow measurements, air quality sampling, conducting bird surveys, and using GPS. Students will design and conduct individual and group field projects.
755	The course will provide the student with a comprehensive understanding of the entrpreneurial investment process from both the Entrepreneur's and Investor's perspectives. We will focus on essential methods of financing to advance ideas toward commercial success, as well as the investment evaluation method, and expectations for the wide variety of investment vehicles.  These are vital skills that students, particularly entrepreneurs, will find beneficial in the development ,analysis, and launching of their products.  This course supplements the concepts taught in other Entrepreneurship classes and will lead to greater entrepreneurial success for students.
756	This course provides an overview of investment analysis and decision making with attention to equity analysis and valuation, fixed income securities analysis and valuation, and portfolio management.  Topics include asset allocation, common stock and fixed income investments, ESG issues, and portfolio management.
757	This course is an introduction to the elementary theory of groups and rings, developed axiomatically. Other topics covered are subgroups and closets, normal subgroups, factor groups, homomorphism and isomorphism of groups and rings, fundamental theorems for groups and rings.
758	This course introduces students to methods of historical analysis. Students will learn essential skills that are required for the successful completion of research and writing intensive assignments in other History courses. They will learn how to locate, utilize, and evaluate historical resources as well as follow guidelines for proper citation and attribution in historical writing. This course also examines the discipline of history. Students will learn how historians make history and discuss ethical issues related to historical research, writing and presentation.
759	A study of the aesthetics and mechanics of designing costumes and makeup for the stage.  Students will utilize design and drafting skills developed in class to create costume renderings and patterns as well as makeup plots and palettes based on the interpretation of a theatrical text. This course is designed for students with no theatre ex- perience as well as those already acquainted with the stage. A field trip to a professional production is required.
760	This course explores the interactions between individuals and systems in which they live and work.  Students will learn how the dynamics of communication, decision making, motivation, teamwork, leadership, and culture influence the strategies, structures, processes and interactions that take place in organizations.  The class will focus on generating innovative solutions in dynamic environments, evaluating the impact of actions on stakeholders and the environment, working collaboratively, building leadership capacity throughout organizations, and the importance of personal growth.
761	This course explores the religious and theological dimen- sions of liberation theology. Attention will be focused on the claims about God's activity, human nature, and the Christian life made by the advocates of liberation. Recent texts by Black. feminist, gay, and Latin American theologians will form the context for class discussions.
762	Lecture and laboratory covering fundamental principles of biology including the scientific method, Darwinian theories on evolution and natural selection, cell theory and the genetic basis of evolutionary change. The course concludes with an introduction to cell biology, with an emphasis on organelle structure and function.
763	An historical examination across the major world civilizations from the ancient period to the present of the development of slavery. Focus will be upon the causes and sources of slavery, its impact and consequences upon society, attitudes toward slavery, the life of the slave, and abolition.
764	designed to help students gain confidence and fluency in communicating arguments orally. Introducing students to basic theories and concepts of public speaking, this course explores how verbal and nonverbal communication impacts the rhetorical effectiveness of public speakers. Students will critique, analyze, compose, and perform original persuasive speeches.
765	This course considers the practice of history outside of the formal classroom.  Areas of study may include, but are not limited to, museums, libraries, archives, state and national parks, historical societies, theme parks, publishing, filmmaking, archaeology, and historic preservation.
766	A study of the military history of the U.S. (and necessary European background) from the age of settlement through Vietnam, concentrating on the roots of the armed forces in the society and the impact of change, social, political, and technological on the role and functions of the armed forces of the U.S. 
767	This course introduces students to English literature from Beowulf to Swift.  Students will analyze texts within their historical and cultural contexts, examine the development of several literary genres, and trace the history of the English language, including Old English, Middle English, and Early Modern English periods.
768	In this course students will study a specific genre of fiction: the horror novel. The horror novel as a genre first appeared in English-language literature in the late eighteenth century, and has unfolded in many permutations through the twenty-first century. Readings for this course may span the two hundred plus years of this genre, and/or take a thematic approach. Students will study the distinction between horror and terror and discuss the gothic and the figure of the monster all in conjunction with literary analyses. Works by authors such as Matthew Monk Lewis, Ann Radcliffe, Bram Stoker, Shirley Jackson, Anne Rice, Thomas Harris, and Stephen King may be included in the course. 
769	This course provides students the opportunity to learn the objective process of collecting and analyzing data to aid managerial decision making. Students develop and practice the knowledge and skills necessary to review, apply and conduct organizational research. Major topics include the scientific method, sampling, secondary data gathering, observation and interviews, survey construction and experimental design. Students engage in research projects, conduct and interpret statistical analysis, and communicate their findings. Emphasis will be placed on conducting and using research in an ethical manner.
770	A systematic presentation of the more complex points of French grammar. An application of these grammatical principles will be demonstrated through extensive written exercises, including translations and original compositions.
771	The course focuses on completing the transition from Cadet to lieutenant. As a follow-on to the Ethics instruction in, the course starts with a foundation in the legal aspects of decision making and leadership. The curriculum reinforces previous instruction on the organization of the Army and introduces how the Army organizes for operations from the tactical to the strategic level. This is followed by instrction on administrative and logistical management that will focus on the fundamentals of Soldier and unit level support. At the core of the semester is the Advanced Course Capstone Exercise. This twelve-lesson exercise incorporates learning objectives from the entire military science curriculum. The Capstone Exercise will require students, both individually and collectively, to apply their knowledge to solve problems and confront situations commonly faced by junior officers. Upon completion of the course students will be prepared for the responsibility of being a commissioned officer in the United States Army.
772	This course is an introduction to the study of gender in schools using a cross-cultural perspective.  The course will examine the social and cultural construction of gender, gender roles, and the institutions that influence, and are influenced by, gender.  Central to the course is the investigation of how gender and sexuality exist today, how they have changed over time and place, and their relevance to schools in both industrial and developing societies.  Specific topics include: the cultural construction of gender and personhood; sexuality and the body; the sexual division of labor; kinship; property and the state; politics and reproduction; and the global economy.  We will examine the following school based topics as well: models and outcomes of single sex education, discrimination based on gender, sex, and sexuality, the Similarity hypothesis among others.  To this end, the course will critically examine the interconnections between gender, sexuality, power, inequality, and access to education.
773	In this course students will study, practice, and apply the fundamentals of Army leadership, Officership, Army Values and ethics, personal development, and small unit tactics at the team and squad level. At the conclusion of this course, students will be capable of planning, coordinating, navigating, motivating and leading a team or squad in the execution of a tactical mission during a classroom PE, a Leadership Lab, or during a Situational Training Exercise (STX) in a field environment.  Successful completion of this course will help prepare students for success at the ROTC Leader Development and Assessment Course (LDAC) during the summer following the junior year, at Fort Lewis, WA. This course includes reading assignments, homework assignments, small group assignments, briefings, case studies, and practical exercises, a mid-term exam, and a final exam. Students will receive systematic and specific feedback on leader attributes values and core leader competencies from instructor and other ROTC cadre and MSL IV Cadets who will evaluate students using the ROTC Leader Development Program (LDP) model. The course closes with instruction in small unit battle drills to facilitate practical application and further leader development during labs and Situational Training Exercises (STX). 
774	This course is designed to develop the concepts within four themes of the individual, health, nursing, and healthcare environment.  This course will introduce the concepts of:  cellular regulation, immunity, inflammation, self, sensory perception, addiction and development.  This course will continue to build upon the concepts of:  acid - base, comfort, digestion, elimination, fluid and electrolytes, metabolism, infection, stress and coping, oxygenation, perfusion, cognition, and mood and affect.  Upon completion, students will be able to demonstrate the knowledge, and skills necessary to provide safe, quality, compassionate and individualized care to promote optimal level of functioning of the patient with a compromised health status. 
775	The course builds upon the fundamentals by focusing on leadership theory and decision making. Life skills lessions in the semester include: problem solving, critical thinking, leadership theory, fellowership, group interaction, goal setting, and feedback mechanisms. Upon completion, students should be prepared to advance to more complex leadership instruction concerning the dynamics of organizations.
776	A beginning studio course in the problems of composition, value structure, color mixing, and various painting techniques with oils or other media.  Students use drawing and painting in the study of nature and still life.
777	An introduction to visual-gestural language.  Contains the manuel alphabet, basic numbers, sign vocabulary, aspects of deaf culture and history, and basic conversational skills with American Sign Language.
778	TESOL is designed to equip pre-service teachers with the theoretical background and strategies for successfully teaching English to those who speak languages other than English in their homes. Additionally, TESOL will give students a brief introduction to current New York State ESOL Standards.  Through in-depth readings, classroom discussions, and presentations, students will begin to master the body of knowledge relevant to teaching English Language Learners (ELLs) in New York State. A field experience component including observation of experienced ESOL educators and developing, planning, and teaching lessons to recent newcomers to the United States will help students develop successful classroom strategies and practices. To help facilitate community in ELL classrooms, as well as to promote deeper appreciation for human diversity, this course also includes an in-depth look at the US refugee experience, particularly as it relates to English Language education and cultural understanding. Students will participate in a Cross-Cultural Solidarity Experience (CCSE) to include film, readings, guest lectures, and a field experience in inner- city classrooms with high refugee student populations. Thus, they will both instruct and learn from refugees as well as experts in the field of refugee resettlement.
779	This academically oriented course will be taught in English and consists of coursework in English followed by an intensive travel study component in a selected French-speaking country. Orientation meetings, research, lectures and discussions will prepare students for an informed field experience. Upon return, students present a project/research paper and portfolio based on their cultural, historical, socio-economic knowledge acquired in the class and abroad.
780	A study of the molecular organization of cells as it relates to function. The plasma membrane, the various membranous organelles, the nucleus, and the cytoskeleton are correlated to membrane transport, respiration, photosynthesis, cell growth and division, cell communication, basic genetic mechanisms, and cell motility. The labs are correlated to the lecture topics and are designed to introduce students to the techniques and equipment used in modern cell and molecular biology research.
781	This course will give the prospective teacher sustained experience in the high school classroom.  In addition to teaching, the student is expected to assume other pro- fessional responsibilities that are assigned to him/her by the cooperating teacher and/or principal.  It is expected that student teachers will gradually add teaching responsibilities and will assume a full teaching load.  The student will return to the College for scheduled classes or seminars with the College staff.  Note: All students will be personally responsible for transportation arrangements.
782	Managing effectively in a constantly changing business environment is an essential requirement for business success. This applies to all businesses, including food retailers. Increasingly, food retailers are being challenged to develop strategic plans that will guide their businesses to success and profitability.  The objective of the course will be to familiarize students with the global retail industry at all levels and in all segments- then take a deeper focus in the application of these principles to food retailing and marketing.  Basics of food distribution, wholesaling and retailing, both on the retail and foodservice sides of the business, will be covered.  The course will also cover the critical issues affecting the industry, including the decline of food at home, the growth of foodservice, and the food-away-from-home market, and the impact of consolidation. Category management will be an area of emphasis in this course.  Students will focus on retailing and purchasing data to analyze groups of products purchased by a business organization or sold by a retailer, building competency in the art and science of category management.
